osmid,highway,oneway,ref,reversed,length,geometry,lanes,maxspeed,name,junction,bridge,access,width
940998884,trunk,True,4,False,30.891754670847742,"LINESTRING (34.9106239 32.4382058, 34.9106681 32.4384811)",2,,כביש חיפה רעננה,,,,
352953284,trunk_link,True,,False,46.457197288659344,"LINESTRING (34.9106239 32.4382058, 34.9107377 32.4383144, 34.9108267 32.4383754, 34.9109025 32.438406, 34.9110264 32.438417)",,,,,,,
206506948,secondary,True,,False,14.728732450317873,"LINESTRING (34.9112027 32.442071, 34.9110511 32.4420367)",2,50,הרב עובדיה יוסף,,,,
"[323704696, 323704692, 206506949]",trunk,True,4,False,557.7637467889015,"LINESTRING (34.9112027 32.442071, 34.9112178 32.4421729, 34.9112481 32.4424074, 34.9112776 32.4428576, 34.9112486 32.4433332, 34.911177 32.4438117, 34.9110975 32.4441379, 34.9110398 32.4443746, 34.9110275 32.4444248, 34.911008 32.4445048, 34.9109865 32.4445843, 34.9103066 32.4469959)",2,,כביש חיפה רעננה,,yes,,
206506950,trunk,True,4,False,13.60177640510103,"LINESTRING (34.9111831 32.4419498, 34.9112027 32.442071)",2,,כביש חיפה רעננה,,,,
886839630,secondary,True,,False,23.678990829633356,"LINESTRING (34.9111831 32.4419498, 34.9114269 32.4418949)",2,50,שדרות החרות,,,,
886839603,residential,False,,True,142.93868252831638,"LINESTRING (34.9148646 32.4410144, 34.9144465 32.4397783)",,,"רמב""ם",,,,
886871107,residential,False,,False,13.218479800052142,"LINESTRING (34.9148646 32.4410144, 34.9149061 32.441128)",,,"רמב""ם",,,,
134124061,secondary,True,,False,133.43584849433964,"LINESTRING (34.9148646 32.4410144, 34.9157156 32.4407923, 34.9162222 32.4406576)",,50,הנשיא,,,,
173278635,residential,False,,True,13.550775872375374,"LINESTRING (34.9181171 32.4401161, 34.9181554 32.4402336)",,,הלל יפה,,,,
886839611,secondary,True,,False,26.470845812040178,"LINESTRING (34.9181171 32.4401161, 34.9183863 32.440045)",2,50,הנשיא,,,,
886839610,residential,False,,False,335.76719947896845,"LINESTRING (34.9181171 32.4401161, 34.9179804 32.4396844, 34.9178873 32.4393903, 34.9175196 32.4381925, 34.9174793 32.4380989, 34.917102 32.4372236)",,,הלל יפה,,,,
886871132,secondary,True,,False,9.302949496232264,"LINESTRING (34.9302519 32.4393694, 34.930323 32.4394277)",2,50,"צה""ל",,,,
886871147,residential,True,,False,45.434648790060024,"LINESTRING (34.9302519 32.4393694, 34.9303987 32.4392719, 34.9305 32.4392291, 34.9306747 32.4391802)",,,האקליפטוס,,,,
886871144,residential,True,,False,16.67235382087466,"LINESTRING (34.9301659 32.4395006, 34.9302519 32.4393694)",,,האקליפטוס,,,,
886871148,secondary,True,,False,314.8200563706653,"LINESTRING (34.9301659 32.4395006, 34.9298494 32.4392878, 34.9294122 32.4390637, 34.9273023 32.4380319)",2,50,"צה""ל",,,,
34006626,trunk_link,True,,False,64.1330400553714,"LINESTRING (34.9429478 32.4475621, 34.9430903 32.4475905, 34.9431942 32.4476053, 34.9433098 32.4476043, 34.9434303 32.4475795, 34.9436045 32.4475113)",,,,,,,
239290469,secondary,True,,False,41.42189260826564,"LINESTRING (34.9429478 32.4475621, 34.943208 32.4476622, 34.9433482 32.4477189)",,50,"צה""ל",,,,
203482574,secondary,True,,False,17.330015576312345,"LINESTRING (34.9433482 32.4477189, 34.9434384 32.4478549)",,50,"צה""ל",,,,
203482255,trunk,True,65,False,33.33827027474757,"LINESTRING (34.9433482 32.4477189, 34.9434348 32.4476511, 34.9436045 32.4475113)",,,,,,,
24873714,tertiary,True,,False,16.607543781614517,"LINESTRING (34.8983775 32.4460126, 34.8983986 32.4459661, 34.8984352 32.4459271, 34.8984841 32.4458992)",,,,roundabout,,,
24873714,tertiary,True,,False,19.092133336292168,"LINESTRING (34.8987275 32.4459542, 34.8987506 32.4459925, 34.8987612 32.4460344, 34.8987586 32.4460773, 34.8987428 32.4461181)",,,,roundabout,,,
24873732,tertiary,True,,False,138.07032985577473,"LINESTRING (34.8987275 32.4459542, 34.8989004 32.4459325, 34.8990244 32.4458921, 34.8994112 32.4458054, 34.899634 32.445702, 34.8998536 32.4455606, 34.8999366 32.4454874, 34.9000147 32.4454186)",2,,אהרון אהרונסון,,,,
722482302,tertiary,True,,False,14.090392926028967,"LINESTRING (34.8869363 32.4400965, 34.8868873 32.4400879, 34.8868438 32.440067, 34.8868102 32.4400357)",,,כיכר אסתר אילונה,roundabout,,,
32796958,tertiary,True,,False,24.56535930413402,"LINESTRING (34.8868102 32.4400357, 34.8865727 32.4399428)",,,שדרות ברוך בוארון,,,,
722482301,tertiary,True,,False,10.95618104993315,"LINESTRING (34.8868102 32.4400357, 34.886793 32.4400062, 34.8867848 32.4399741, 34.886786 32.4399413)",,,כיכר אסתר אילונה,roundabout,,,
722482300,tertiary,True,,False,12.011409847393272,"LINESTRING (34.886786 32.4399413, 34.8867981 32.4399068, 34.8868206 32.4398762, 34.8868519 32.4398517)",,,כיכר אסתר אילונה,roundabout,,,
1096972703,tertiary,True,,False,6.202570482310804,"LINESTRING (34.8898987 32.4385003, 34.8898657 32.4384994, 34.889833 32.4384952)",1,,,roundabout,,,
32825054,residential,False,,False,47.925812140234754,"LINESTRING (34.8879172 32.4395472, 34.8882154 32.4398971)",,,הגדוד העברי,,,,
"[34218350, 32825054]",residential,False,,"[False, True]",205.49045573499086,"LINESTRING (34.8879172 32.4395472, 34.8872797 32.4387906, 34.8872381 32.4387193, 34.8872079 32.4386316, 34.8872073 32.4385585, 34.8872234 32.4384723, 34.8872765 32.4382984, 34.8873143 32.4382695, 34.887383 32.4382631, 34.8874833 32.438282, 34.8877185 32.4383786)",,,הגדוד העברי,,,,
722482299,tertiary,False,,False,88.23004165335057,"LINESTRING (34.8879172 32.4395472, 34.8876441 32.4397129, 34.8874728 32.4397954, 34.8873065 32.4398655, 34.887096 32.4399215)",,,הרב ניסים,,,,
1096972709,tertiary,False,,True,149.1571565088224,"LINESTRING (34.8879172 32.4395472, 34.8885893 32.4391612, 34.889259 32.4388296)",2,,הרב ניסים,,,,
32825105,residential,True,,False,184.09687007444236,"LINESTRING (34.8873761 32.4413491, 34.8877559 32.441375, 34.8878983 32.4413665, 34.8880134 32.4413388, 34.8882765 32.441208, 34.8884997 32.4410925, 34.8887298 32.4409885, 34.8891761 32.4408176)",,,מבצע קדש,,,,
722482340,tertiary,True,,False,151.79149381009975,"LINESTRING (34.8873761 32.4413491, 34.8870981 32.44225, 34.8870358 32.4425106, 34.8870093 32.4426774)",,,הראשונים,,,,
32825109,tertiary,False,,True,37.720877362665696,"LINESTRING (34.8868222 32.443681, 34.8868995 32.4433481)",,,הראשונים,,,,
34217373,tertiary,True,,False,8.05760893917255,"LINESTRING (34.8868222 32.443681, 34.8868258 32.4437534)",1,,הראשונים,,,,
742767635,tertiary,True,,False,6.457013999032338,"LINESTRING (34.8868088 32.443963, 34.8868324 32.4439841, 34.8868489 32.4440096)",,,כיכר עדי,roundabout,,,
742767636,tertiary,True,,False,12.850533386494181,"LINESTRING (34.8866796 32.4439457, 34.8867046 32.4439405, 34.8867274 32.443938, 34.886749 32.4439393, 34.8867806 32.4439481, 34.8868088 32.443963)",,,כיכר עדי,roundabout,,,
975714593,tertiary,True,,False,32.454063120406765,"LINESTRING (34.8866796 32.4439457, 34.8867162 32.443863, 34.8867828 32.4437302, 34.8868222 32.443681)",1,,הראשונים,,,,
742767633,tertiary,True,,False,16.717924492410205,"LINESTRING (34.8868451 32.4441003, 34.8868196 32.4441311, 34.8867836 32.4441532, 34.8867411 32.4441643, 34.8866965 32.444163)",,,כיכר עדי,roundabout,,,
24873719,residential,False,,False,78.42966941577342,"LINESTRING (34.8866965 32.444163, 34.886583 32.4448618)",,,חיים משה שפירא,,,,
742767632,tertiary,True,,False,13.166376917368876,"LINESTRING (34.8866965 32.444163, 34.886653 32.4441487, 34.8866178 32.4441226, 34.8865953 32.444088)",,,כיכר עדי,roundabout,,,
32796457,tertiary,True,,False,292.14297241023866,"LINESTRING (34.8865953 32.444088, 34.8865271 32.4440863, 34.8834834 32.4440113)",,,שדרות מנחם בגין,,,,
742767631,tertiary,True,,False,8.376202734731459,"LINESTRING (34.8865953 32.444088, 34.8865881 32.4440509, 34.8865956 32.4440137)",,,כיכר עדי,roundabout,,,
742033245,residential,False,,True,205.0840493523783,"LINESTRING (34.8862864 32.446677, 34.8884688 32.4465781)",,,יש״י,,,,
24873719,residential,False,,True,204.12399138327638,"LINESTRING (34.8862864 32.446677, 34.8862899 32.4463481, 34.8865727 32.4449335, 34.886583 32.4448618)",,,חיים משה שפירא,,,,
34217106,residential,False,,False,254.3735992162579,"LINESTRING (34.8862864 32.446677, 34.8859556 32.4466953, 34.8835814 32.4468268)",,,יש״י,,,,
742033245,residential,False,,False,205.0840493523783,"LINESTRING (34.8884688 32.4465781, 34.8862864 32.446677)",,,יש״י,,,,
32796424,residential,False,,False,91.99412477710453,"LINESTRING (34.8884688 32.4465781, 34.888457 32.4461186, 34.8884532 32.4457509)",,,השחף,,,,
742033245,residential,False,,True,198.2788026084535,"LINESTRING (34.8884688 32.4465781, 34.8900235 32.4465221, 34.8905799 32.4465021)",,,יש״י,,,,
28123842,residential,False,,True,150.33554731106278,"LINESTRING (34.9000147 32.4454186, 34.8997124 32.445233, 34.8995827 32.445169, 34.8994567 32.445126, 34.8992662 32.4450768, 34.898913 32.4450214, 34.8985294 32.4450194)",,,"שח""ל",,,,
722482350,tertiary,True,,False,111.96842255470355,"LINESTRING (34.9000147 32.4454186, 34.9002602 32.4451617, 34.9005529 32.444665, 34.9006174 32.4445556)",2,,אהרון אהרונסון,,,,
"[886871155, 24873734]",secondary,True,,False,356.9855464159922,"LINESTRING (34.910313 32.4386569, 34.9096659 32.438798, 34.9067149 32.4394636, 34.9066365 32.4394811)",2,,דוד שמעוני,,,,
24873714,tertiary,True,,False,14.348847047385831,"LINESTRING (34.8987428 32.4461181, 34.898715 32.4461542, 34.898677 32.4461828, 34.8986315 32.4462022)",,,,roundabout,,,
206367057,trunk,True,65,False,17.143722519071105,"LINESTRING (34.9140539 32.4649959, 34.913882 32.4650482)",4,,,,,,
348999213,trunk,True,4,False,43.46355240607588,"LINESTRING (34.9140539 32.4649959, 34.914104 32.4651092, 34.9142159 32.4653621)",2,,כביש חיפה רעננה,,,,
24967011,trunk_link,True,,False,79.21298457563125,"LINESTRING (34.9146469 32.4648177, 34.9144635 32.464905, 34.9143604 32.4649704, 34.9142862 32.4650434, 34.9142531 32.4651027, 34.9142271 32.4651717, 34.9142105 32.4652481, 34.9142159 32.4653621)",,,,,,,
348999217,trunk,True,65,False,59.05721145759187,"LINESTRING (34.9146469 32.4648177, 34.9141787 32.4649584, 34.9141226 32.4649753, 34.9140539 32.4649959)",4,80,,,,,
"[204951576, 311765578]",trunk,True,4,False,742.0879348908112,"LINESTRING (34.9142159 32.4653621, 34.9143366 32.4656995, 34.9150092 32.4673758, 34.9157381 32.4691923, 34.9162205 32.4704276, 34.9163427 32.4707487, 34.9167034 32.471697)",,,כביש חיפה רעננה,,,,
329088179,trunk,True,65,False,20.327748944032795,"LINESTRING (34.913882 32.4650482, 34.9136766 32.4651064)",4,,,,,,
348999205,trunk_link,True,,False,14.890443791789444,"LINESTRING (34.913882 32.4650482, 34.9138635 32.4649152)",,,,,,,
203481316,trunk_link,True,,False,23.233665927073766,"LINESTRING (34.9127707 32.4648476, 34.9128182 32.464964, 34.9128479 32.4650461)",2,,,,,,
348999238,trunk,True,4,False,31.913176414463724,"LINESTRING (34.9127707 32.4648476, 34.9128599 32.4649088, 34.9129231 32.4649449, 34.9129959 32.4649723, 34.9130627 32.4649874)",2,,כביש חיפה רעננה,,,,
206367051,trunk,True,65,False,86.28368926763964,"LINESTRING (34.9130627 32.4649874, 34.9137711 32.4647859, 34.9139342 32.4647395)",2,,,,,,
348999238,trunk,True,4,False,75.67325359475313,"LINESTRING (34.9130627 32.4649874, 34.9131641 32.4649902, 34.9133459 32.4649724, 34.9136251 32.4649371, 34.9138635 32.4649152)",2,,כביש חיפה רעננה,,,,
42938493,unclassified,False,,False,149.612621198806,"LINESTRING (34.9001399 32.4384598, 34.9001341 32.4384017, 34.900111 32.4381686, 34.899993 32.4379402, 34.8997757 32.4377466, 34.8994802 32.4376606, 34.8991645 32.4377229)",,,,,,,
734126288,residential,False,,False,122.93492718435253,"LINESTRING (34.9001399 32.4384598, 34.8997794 32.4381619, 34.8996713 32.4380823, 34.8996126 32.438039, 34.8995346 32.437983, 34.8991645 32.4377229)",2,50,ילדי תימן החטופים,,,,
734126288,residential,False,,True,199.55737571523701,"LINESTRING (34.9001399 32.4384598, 34.9002217 32.4385273, 34.9002883 32.4385823, 34.9009435 32.4390201, 34.9009763 32.4390443, 34.9014371 32.439338, 34.9018059 32.4395731)",2,50,ילדי תימן החטופים,,,,
734126288,residential,False,,False,37.83227119074878,"LINESTRING (34.8991645 32.4377229, 34.898864 32.4374961)",2,50,ילדי תימן החטופים,,,,
42938493,unclassified,False,,True,149.61262119880604,"LINESTRING (34.8991645 32.4377229, 34.8994802 32.4376606, 34.8997757 32.4377466, 34.899993 32.4379402, 34.900111 32.4381686, 34.9001341 32.4384017, 34.9001399 32.4384598)",,,,,,,
734126288,residential,False,,True,122.93492718435252,"LINESTRING (34.8991645 32.4377229, 34.8995346 32.437983, 34.8996126 32.438039, 34.8996713 32.4380823, 34.8997794 32.4381619, 34.9001399 32.4384598)",2,50,ילדי תימן החטופים,,,,
734126288,residential,False,,True,37.83227119074878,"LINESTRING (34.898864 32.4374961, 34.8991645 32.4377229)",2,50,ילדי תימן החטופים,,,,
1030925979,residential,True,,False,15.979509980279618,"LINESTRING (34.898864 32.4374961, 34.8987049 32.4374449)",,50,ילדי תימן החטופים,,,,
1187203905,residential,True,,False,33.463026814814604,"LINESTRING (34.8987268 32.4475708, 34.8987326 32.4478717)",,,השומר,,,,
26807004,residential,True,,False,9.775569124881779,"LINESTRING (34.8987268 32.4475708, 34.8986774 32.4475868, 34.8986267 32.4475804)",,,,roundabout,,,
34218829,residential,False,,False,42.795690630364575,"LINESTRING (34.895821 32.4475943, 34.8959291 32.4476029, 34.8962749 32.447574)",,,תל דור,,,,
28123840,residential,False,,True,72.28360189282796,"LINESTRING (34.8962749 32.447574, 34.8963069 32.4482235)",,,גבעת המורה,,,,
34218829,residential,False,,False,56.12260936740194,"LINESTRING (34.8962749 32.447574, 34.8968721 32.4475464)",,,תל דור,,,,
34218829,residential,False,,True,42.795690630364575,"LINESTRING (34.8962749 32.447574, 34.8959291 32.4476029, 34.895821 32.4475943)",,,תל דור,,,,
26807022,residential,False,,False,52.484784979737256,"LINESTRING (34.8968721 32.4475464, 34.8968692 32.4470744)",,,הר צין,,,,
34218829,residential,False,,False,57.169149908259634,"LINESTRING (34.8968721 32.4475464, 34.8974807 32.4475227)",,,תל דור,,,,
34218829,residential,False,,True,56.12260936740194,"LINESTRING (34.8968721 32.4475464, 34.8962749 32.447574)",,,תל דור,,,,
26807022,residential,False,,False,91.57247722964686,"LINESTRING (34.8968692 32.4470744, 34.8968254 32.4462517)",,,הר צין,,,,
26807022,residential,False,,True,52.484784979737256,"LINESTRING (34.8968692 32.4470744, 34.8968721 32.4475464)",,,הר צין,,,,
122011640,residential,False,,True,148.61153814884764,"LINESTRING (34.8968692 32.4470744, 34.8979128 32.4470482, 34.8979432 32.4475029)",,,האושר,,,,
26807022,residential,False,,True,91.57247722964686,"LINESTRING (34.8968254 32.4462517, 34.8968692 32.4470744)",,,הר צין,,,,
886871192,tertiary,True,,False,109.3491386768037,"LINESTRING (34.8968254 32.4462517, 34.8963136 32.4462714, 34.8956613 32.4462965)",2,,אהרון אהרונסון,,,,
26807004,residential,True,,False,41.5023572959441,"LINESTRING (34.8987515 32.4472093, 34.8987696 32.4474672, 34.8987579 32.4475438, 34.8987268 32.4475708)",,,,roundabout,,,
28271127,residential,False,,True,166.26206694212038,"LINESTRING (34.8987515 32.4472093, 34.899234 32.4471513, 34.8995742 32.4470712, 34.8998375 32.4469838, 34.9000484 32.446891, 34.9002345 32.4467801, 34.9003679 32.4466748)",,,חטיבת אלכסנדרוני,,,,
311765554,tertiary,False,,False,212.17040861995758,"LINESTRING (34.9043958 32.4429995, 34.9027222 32.4429699, 34.9025908 32.4429619, 34.9024381 32.4429422, 34.90227 32.4428842, 34.902171 32.4428282)",,,יצחק גרינבוים,,,,
311765554,tertiary,False,,True,146.8041178349605,"LINESTRING (34.9043958 32.4429995, 34.9050411 32.4430321, 34.9059574 32.4430785)",,,יצחק גרינבוים,,,,
26807043,residential,False,,False,120.06440540588655,"LINESTRING (34.9041002 32.444229, 34.9053029 32.4445974)",,,סידקוב,,,,
"[26807043, 26807037]",residential,False,,True,304.18938976161536,"LINESTRING (34.9041002 32.444229, 34.9028242 32.443838, 34.9023013 32.4436778, 34.9016663 32.4446619)",,,"['חולתה', 'סידקוב']",,,,
34570799,residential,True,,False,139.66663238889143,"LINESTRING (34.9041002 32.444229, 34.9042497 32.4437575, 34.9043115 32.4434366, 34.9043958 32.4429995)",,,הכנסת,,,,
886871186,residential,False,,False,137.4713115026722,"LINESTRING (34.9016663 32.4446619, 34.9029605 32.4452412)",,,יגאל אלון,,,,
886871186,residential,False,,True,85.0874813267946,"LINESTRING (34.9016663 32.4446619, 34.9008641 32.4443052)",,,יגאל אלון,,,,
"[26807043, 26807037]",residential,False,,False,304.18938976161536,"LINESTRING (34.9016663 32.4446619, 34.9023013 32.4436778, 34.9028242 32.443838, 34.9041002 32.444229)",,,"['סידקוב', 'חולתה']",,,,
26807043,residential,False,,True,120.06440540588655,"LINESTRING (34.9053029 32.4445974, 34.9041002 32.444229)",,,סידקוב,,,,
28123852,tertiary,True,,False,7.369818706881274,"LINESTRING (34.9053029 32.4445974, 34.9053297 32.4445351)",,,אוסישקין,,,,
34570574,residential,False,,False,101.45089162305817,"LINESTRING (34.9070125 32.4432774, 34.9059574 32.4430785)",,,יצחק גרינבוים,,,,
34570574,residential,False,,True,183.31797004513263,"LINESTRING (34.9070125 32.4432774, 34.9088261 32.4438901)",,,יצחק גרינבוים,,,,
34570839,residential,True,,False,148.38821331388417,"LINESTRING (34.9070125 32.4432774, 34.9064782 32.4445334)",,,ביילינסון,,,,
24953436,trunk,True,4,False,11.37550664712905,"LINESTRING (34.9097488 32.434333, 34.9097288 32.4342321)",2,,כביש חיפה רעננה,,,,
33603297,residential,True,,False,37.8864843007552,"LINESTRING (34.9097488 32.434333, 34.9096512 32.4343539, 34.9095537 32.4343694, 34.9093522 32.4343951)",,,יהודי פקיעין,,,,
27098828,residential,False,,True,10.379870570210773,"LINESTRING (34.9125605 32.4338818, 34.9125386 32.4337903)",,,"רמב""ם",,,,
1381364298,residential,False,,False,38.60881017779504,"LINESTRING (34.9125605 32.4338818, 34.912638 32.4342228)",,,"רמב""ם",,,,
886871081,secondary,True,,False,99.3872200678646,"LINESTRING (34.9125605 32.4338818, 34.9123265 32.4339188, 34.9116687 32.4340136, 34.9115759 32.4340254, 34.9115168 32.4340329)",,,ביאליק,,,,
27098967,residential,False,,True,135.6878433212431,"LINESTRING (34.9147286 32.4360377, 34.9133392 32.4363753)",,,אחד העם,,,no,
27098838,residential,True,,False,152.43934692017552,"LINESTRING (34.9147286 32.4360377, 34.9147073 32.4359788, 34.9146104 32.4357105, 34.9142548 32.4347264)",,,מלחמת ששת הימים,,,no,
352953286,residential,False,,False,140.63028448028936,"LINESTRING (34.9147286 32.4360377, 34.9156576 32.4357902, 34.9161545 32.435649)",,,אחד העם,,,,
886839605,residential,False,,False,94.60343061405683,"LINESTRING (34.9147286 32.4360377, 34.9149814 32.4367508, 34.9150175 32.4368528)",1,,מלחמת ששת הימים,,,,
134124068,residential,True,,False,9.583553083908885,"LINESTRING (34.9153097 32.4375495, 34.9153404 32.4376317)",1,,מלחמת ששת הימים,,,,
886871076,tertiary,True,,False,162.00395137862614,"LINESTRING (34.9153097 32.4375495, 34.9169594 32.4371204)",2,,הרברט סמואל,,,,
24873703,tertiary,True,,False,6.950821729491272,"LINESTRING (34.9153404 32.4376317, 34.9152694 32.4376495)",2,,הרברט סמואל,,,,
134124068,residential,True,,False,166.4020210416379,"LINESTRING (34.9153404 32.4376317, 34.9157962 32.4390779)",1,,מלחמת ששת הימים,,,,
134124058,residential,True,,False,12.476833009323702,"LINESTRING (34.9162937 32.4407522, 34.9162222 32.4406576)",,,מלחמת ששת הימים,,,,
886839608,secondary,True,,False,59.36905494460741,"LINESTRING (34.9162937 32.4407522, 34.9156921 32.4409174)",,50,הנשיא,,,,
204091531,secondary,True,,False,6.4799993239942335,"LINESTRING (34.9162222 32.4406576, 34.9162876 32.4406389)",,50,הנשיא,,,,
