osmid,highway,oneway,reversed,length,name,geometry,lanes,junction,maxspeed,access,ref
32643810,residential,False,False,73.22276897978924,הראשונים,"LINESTRING (34.7480384 32.0294707, 34.7474027 32.0298491)",,,,,
28941531,residential,True,False,172.28816546468485,הלפר,"LINESTRING (34.7480384 32.0294707, 34.7474864 32.0287461, 34.7472476 32.0285139, 34.7468902 32.0282866)",,,,,
28941456,residential,False,True,61.1718930888863,סמטת הראשונים,"LINESTRING (34.7474027 32.0298491, 34.7470079 32.0294125)",,,,,
32643810,residential,False,False,58.63525332660475,הראשונים,"LINESTRING (34.7474027 32.0298491, 34.7468534 32.0300965)",,,,,
32643810,residential,False,True,73.22276897978924,הראשונים,"LINESTRING (34.7474027 32.0298491, 34.7480384 32.0294707)",,,,,
32643810,residential,False,True,58.63525332660475,הראשונים,"LINESTRING (34.7468534 32.0300965, 34.7474027 32.0298491)",,,,,
28941454,residential,False,False,18.52913960052739,הראשונים,"LINESTRING (34.748776 32.0290414, 34.748608 32.0291279)",,,,,
28941456,residential,False,False,61.1718930888863,סמטת הראשונים,"LINESTRING (34.7470079 32.0294125, 34.7474027 32.0298491)",,,,,
28941574,residential,False,False,134.9486969561573,בן גוריון,"LINESTRING (34.7414261 32.0279507, 34.7416895 32.0291436)",,,,,
33898703,residential,True,False,104.6725791026728,הלפר,"LINESTRING (34.7429819 32.0279259, 34.7440887 32.0280011)",,,,,
755432395,residential,True,False,62.928123797270125,הלפר,"LINESTRING (34.7429819 32.0279259, 34.7423144 32.0279205)",,,,,
45726784,tertiary,True,False,132.28305451669294,הרצל,"LINESTRING (34.7429819 32.0279259, 34.7430296 32.027224, 34.7430735 32.0269589, 34.7430841 32.0267402)",2,,,,
1187640542,tertiary,True,False,72.51416153161921,בלפור,"LINESTRING (34.7452541 32.0280306, 34.7451064 32.0286706)",1,,,,
33898709,residential,False,True,45.97863688796047,הלפר,"LINESTRING (34.7464323 32.0281442, 34.7468902 32.0282866)",,,,,
755432396,residential,True,False,111.78476710389346,הלפר,"LINESTRING (34.7464323 32.0281442, 34.7452541 32.0280306)",,,,,
33898709,residential,False,False,45.97863688796047,הלפר,"LINESTRING (34.7468902 32.0282866, 34.7464323 32.0281442)",,,,,
28941450,residential,True,False,255.3166019023915,אבא ברדיצ'ב,"LINESTRING (34.7468902 32.0282866, 34.7472563 32.0278532, 34.7473507 32.0278386, 34.7475832 32.0280191, 34.7478282 32.0282173, 34.7481924 32.0285855, 34.748608 32.0291279)",,,,,
28941545,residential,False,False,48.689928602135126,אוסקר שינדלר,"LINESTRING (34.7419946 32.0297778, 34.7425045 32.029708)",,,,,
28941545,residential,False,True,48.689928602135126,אוסקר שינדלר,"LINESTRING (34.7425045 32.029708, 34.7419946 32.0297778)",,,,,
28941545,residential,False,False,88.32437997008411,אוסקר שינדלר,"LINESTRING (34.7425045 32.029708, 34.742558 32.0298809, 34.7426276 32.030081, 34.7427775 32.0304676)",,,,,
755432393,residential,True,False,59.03216792580727,,"LINESTRING (34.7425045 32.029708, 34.7424592 32.0293751, 34.7424565 32.0292887, 34.7424754 32.0292324, 34.7424993 32.0291858)",,,,,
1124805898,residential,False,True,72.9361533772743,דוד חיים מסיקה,"LINESTRING (34.7427775 32.0304676, 34.7435436 32.0303758)",,,,,
28941545,residential,False,False,157.76336642476787,אוסקר שינדלר,"LINESTRING (34.7427775 32.0304676, 34.7429532 32.0308734, 34.7430419 32.031137, 34.7431343 32.0314115, 34.7431942 32.0315219, 34.743265 32.0316079, 34.7432935 32.0316485, 34.7433038 32.0316735, 34.7432857 32.0317994)",,,,,
28941545,residential,False,True,88.32437997008412,אוסקר שינדלר,"LINESTRING (34.7427775 32.0304676, 34.7426276 32.030081, 34.742558 32.0298809, 34.7425045 32.029708)",,,,,
32643562,residential,True,False,29.410392025474238,"רמב""ם","LINESTRING (34.7446295 32.0302326, 34.744934 32.030175)",1,,,,
732788476,residential,True,False,75.09354607106235,דוד חיים מסיקה,"LINESTRING (34.7446295 32.0302326, 34.7444531 32.0303097, 34.7443101 32.0303507, 34.7438685 32.0304104)",2,,,,
"[1189446355, 1124805895]",tertiary,True,False,259.3431332315202,בלפור,"LINESTRING (34.7446295 32.0302326, 34.7444229 32.0308291, 34.7444017 32.0308876, 34.7442313 32.0313574, 34.7440737 32.0317918, 34.7439716 32.0320735, 34.7438964 32.0323856, 34.7438911 32.0324757)","['2', '1']",,,,
28960135,residential,True,False,77.40681431550259,דוד חיים מסיקה,"LINESTRING (34.7438179 32.0303384, 34.7446295 32.0302326)",2,,,,
45726784,tertiary,True,False,144.499951731206,הרצל,"LINESTRING (34.7438179 32.0303384, 34.7435781 32.0299326, 34.7434189 32.0295823, 34.7432417 32.0291367)",2,,,,
45726784,tertiary,True,False,79.73452686407458,הרצל,"LINESTRING (34.7430208 32.0286421, 34.7429958 32.0283177, 34.7429819 32.0279259)",2,,,,
1088286340,tertiary,True,False,16.04714034016459,הרצל,"LINESTRING (34.7430816 32.0265947, 34.7430748 32.0264505)",1,,,,
1088286339,tertiary,True,False,105.6393479982334,רוטשילד,"LINESTRING (34.7430816 32.0265947, 34.7431818 32.0265951, 34.7432645 32.0265967, 34.7439455 32.0266091, 34.7442019 32.0266154)",1,,,,
28941574,residential,False,True,134.9486969561573,בן גוריון,"LINESTRING (34.7416895 32.0291436, 34.7414261 32.0279507)",,,,,
32645055,residential,True,False,76.48293501596757,הים,"LINESTRING (34.7416895 32.0291436, 34.741828 32.0291508, 34.7424993 32.0291858)",,,,,
45726784,tertiary,True,False,58.80748378948995,הרצל,"LINESTRING (34.7432417 32.0291367, 34.7430208 32.0286421)",2,,,,
755432394,residential,True,False,97.21502179871194,חנה סנש,"LINESTRING (34.7440508 32.0286851, 34.7430208 32.0286421)",,,,,
325077629,unclassified,False,True,143.34387731001442,,"LINESTRING (34.7440508 32.0286851, 34.7440149 32.0289258, 34.7440039 32.0291112, 34.7440564 32.0293106, 34.7441754 32.0296438, 34.744311 32.02993)",,,,,
"[1189446352, 29012516]",secondary,True,False,243.8284632207443,שדרות העצמאות,"LINESTRING (34.7497506 32.0293752, 34.7497155 32.0293287, 34.7491538 32.0285875, 34.7491049 32.0285191, 34.7488217 32.0281347, 34.7485374 32.0277783, 34.7484646 32.0276951, 34.748401 32.0276274, 34.7483452 32.0275726, 34.7483215 32.0275495)","['2', '1']",,,,
1124797594,tertiary,True,False,17.960296240602382,הגבול (שמחה הולצברג),"LINESTRING (34.7497506 32.0293752, 34.7497979 32.029352, 34.7498592 32.0293314, 34.7499262 32.0293144)",2,,,,
755432395,residential,True,False,83.80737989436093,הלפר,"LINESTRING (34.7423144 32.0279205, 34.7414261 32.0279507)",,,,,
"[28941587, 32526516]",residential,True,False,137.42361104262568,"['פיינשטיין', 'חנה סנש']","LINESTRING (34.7423144 32.0279205, 34.7423258 32.0284334, 34.7423505 32.0285297, 34.7423988 32.0286045, 34.7424944 32.0286454, 34.7425948 32.0286614, 34.7430208 32.0286421)",,,,,
33898703,residential,True,False,109.91116608772377,הלפר,"LINESTRING (34.7440887 32.0280011, 34.7452541 32.0280306)",,,,,
183063159,residential,True,False,76.14130807973444,ארלוזורוב,"LINESTRING (34.7440887 32.0280011, 34.7440508 32.0286851)",,,,,
"[1187640546, 1189446351]",tertiary,True,False,92.42917443223006,רוטשילד,"LINESTRING (34.7442019 32.0266154, 34.7450928 32.0266641, 34.7451804 32.0266678)",2,,,,
1124797640,tertiary,True,False,40.93156060257593,הרצל,"LINESTRING (34.743036 32.0226375, 34.7430493 32.0224586, 34.7430663 32.0222703)",1,,,,
1124797641,secondary,True,False,76.20440784429053,שדרות העצמאות,"LINESTRING (34.743036 32.0226375, 34.7429796 32.0226352, 34.7422296 32.0225905)",1,,,,
1124797659,tertiary,True,False,34.22326252189397,הרצל,"LINESTRING (34.7441949 32.0191912, 34.7439355 32.0194065)",1,,,,
1124797669,tertiary,False,False,43.23507854229635,הרצל,"LINESTRING (34.7441949 32.0191912, 34.7443381 32.0191197, 34.7444361 32.0190819, 34.7445209 32.0190635, 34.7446181 32.0190642)",2,,,,
1124797660,tertiary,True,False,67.86925634785683,הרצל,"LINESTRING (34.7446181 32.0190642, 34.7446902 32.0190445, 34.7447606 32.0190335, 34.7448352 32.0190261, 34.7449303 32.0190202, 34.7453323 32.0190268)",2,,,,
1124797669,tertiary,False,True,43.23507854229635,הרצל,"LINESTRING (34.7446181 32.0190642, 34.7445209 32.0190635, 34.7444361 32.0190819, 34.7443381 32.0191197, 34.7441949 32.0191912)",2,,,,
237093064,tertiary,True,False,9.343075703216995,הרצל,"LINESTRING (34.7454843 32.0190293, 34.7455834 32.0190292)",2,,,,
1124797653,tertiary,True,False,12.738471098121085,בלפור,"LINESTRING (34.7454843 32.0190293, 34.7455058 32.0189162)",,,,,
29012465,residential,False,False,92.68896391631147,בן גוריון,"LINESTRING (34.7412402 32.0266997, 34.7413903 32.0275235)",,,,,
29012431,tertiary,True,False,43.23866767933383,,"LINESTRING (34.7412402 32.0266997, 34.7411796 32.0266978, 34.7411247 32.026676, 34.7410844 32.0266376, 34.741065 32.0265889, 34.741068 32.0265431, 34.7410897 32.0265012, 34.7411274 32.0264684, 34.7411763 32.0264489)",,roundabout,,,
156002384,residential,False,False,137.49026880682922,ז'בוטינסקי,"LINESTRING (34.7393647 32.0211166, 34.7398953 32.0211221, 34.7406636 32.0211405, 34.7407456 32.0211381, 34.7408222 32.0211309)",,,,,
221776852,secondary,False,False,232.6010980797404,בן גוריון,"LINESTRING (34.7393647 32.0211166, 34.7391604 32.0199594, 34.7389796 32.0190505)",,,,,
221776852,secondary,False,True,89.26235679396918,בן גוריון,"LINESTRING (34.7393647 32.0211166, 34.7394255 32.0215082, 34.7394373 32.0215768, 34.7394789 32.0218181, 34.7394986 32.0219112)",,,,,
998509310,tertiary,True,False,29.39758112168639,בן גוריון,"LINESTRING (34.7406036 32.0246108, 34.7404723 32.024371)",,,,,
998509304,tertiary,True,False,10.332257223244474,,"LINESTRING (34.7406036 32.0246108, 34.7406228 32.0245878, 34.7406492 32.0245708, 34.7406805 32.0245614, 34.7406905 32.0245611)",,roundabout,,,
998509308,tertiary,True,False,37.72747790761709,בן גוריון,"LINESTRING (34.7407363 32.0250696, 34.7406602 32.0247365)",,,,,
998509307,tertiary,False,True,158.94573154739038,בן גוריון,"LINESTRING (34.7407363 32.0250696, 34.7410487 32.0261158, 34.7411763 32.0264489)",,,,,
29012431,tertiary,True,False,18.93238445209182,,"LINESTRING (34.7411763 32.0264489, 34.7412316 32.0264453, 34.7412847 32.0264589, 34.7413285 32.0264877, 34.7413471 32.0265123)",,roundabout,,,
998509307,tertiary,False,False,158.94573154739038,בן גוריון,"LINESTRING (34.7411763 32.0264489, 34.7410487 32.0261158, 34.7407363 32.0250696)",,,,,
29119163,residential,True,False,56.81532653138374,מסריק,"LINESTRING (34.7408656 32.0225882, 34.7408936 32.0220778)",,,,,
1124797641,secondary,True,False,113.55650646224082,שדרות העצמאות,"LINESTRING (34.7408656 32.0225882, 34.739689 32.0228068)",1,,,,
1124797638,secondary,True,False,27.08546693202259,שדרות העצמאות,"LINESTRING (34.7430663 32.0222703, 34.7431273 32.0222755, 34.7432067 32.0222824, 34.7432799 32.0222887, 34.7433519 32.0222966)",,,,,
1124797639,tertiary,True,False,110.56466138214313,הרצל,"LINESTRING (34.7430663 32.0222703, 34.7430684 32.0222352, 34.7431234 32.021668, 34.7431483 32.0212785)",1,,,,
46418888,residential,True,False,17.354538139949042,,"LINESTRING (34.7409512 32.0212188, 34.7409144 32.0212178, 34.7408799 32.021207, 34.7408512 32.0211874, 34.7408313 32.0211612, 34.7408222 32.0211309)",,roundabout,,,
46418888,residential,True,False,14.04953358032319,,"LINESTRING (34.7410503 32.0211358, 34.7410392 32.0211659, 34.7410173 32.0211915, 34.7409869 32.0212098, 34.7409512 32.0212188)",,roundabout,,,
1124797643,residential,False,True,119.81295879068564,ז'בוטינסקי,"LINESTRING (34.7410503 32.0211358, 34.742165 32.0211975, 34.7422029 32.0212027, 34.742249 32.021211, 34.7422882 32.0212183, 34.7423152 32.021225)",,,,,
46418888,residential,True,False,19.17441154270587,,"LINESTRING (34.7409288 32.0210252, 34.7409626 32.0210275, 34.7409941 32.021038, 34.7410206 32.021056, 34.7410398 32.0210796, 34.74105 32.021107, 34.7410503 32.0211358)",,roundabout,,,
156002382,residential,True,False,125.20099121019842,מסריק,"LINESTRING (34.7409288 32.0210252, 34.7409602 32.0205545, 34.7409533 32.0202678, 34.7409493 32.0201962, 34.740932 32.0201246, 34.7409194 32.020088, 34.740898 32.0200561, 34.7408708 32.0200259, 34.7408425 32.0200024, 34.7408084 32.01997, 34.7407854 32.0199432)",,,,,
29012640,secondary,True,False,32.03161751985297,,"LINESTRING (34.7389796 32.0190505, 34.7389327 32.0190385, 34.7389082 32.0190251, 34.7388758 32.0189939, 34.7388587 32.018958, 34.7388564 32.0189165, 34.7388815 32.0188621, 34.7389165 32.018833)",,roundabout,,,
221776852,secondary,False,True,232.6010980797404,בן גוריון,"LINESTRING (34.7389796 32.0190505, 34.7391604 32.0199594, 34.7393647 32.0211166)",,,,,
998579394,residential,False,False,23.546373316337164,מסריק,"LINESTRING (34.7404725 32.019262, 34.7405632 32.0194593)",,,,,
29012635,tertiary,True,False,21.999698136690416,,"LINESTRING (34.7404725 32.019262, 34.7404253 32.0192691, 34.7403779 32.0192626, 34.7403431 32.019248, 34.7403142 32.019226, 34.7402933 32.0191982, 34.7402876 32.0191812)",,roundabout,,,
29012640,secondary,True,False,11.133191866793304,,"LINESTRING (34.7390541 32.0188224, 34.7390947 32.0188458, 34.7391211 32.0188756, 34.7391288 32.0188958)",,roundabout,,,
161144139,secondary_link,True,False,52.35082406358748,,"LINESTRING (34.7388686 32.0110516, 34.7389899 32.0111882, 34.739043 32.0112424, 34.7390518 32.0112514, 34.7392913 32.0113297)",,,,,
1134503158,secondary,True,False,29.901706178409675,קוממיות,"LINESTRING (34.7388686 32.0110516, 34.7388603 32.0112818, 34.7388596 32.0113204)",3,,,,
1124803843,secondary,True,False,479.6690185895242,קוממיות,"LINESTRING (34.748182 32.0036874, 34.749694 32.0031243, 34.7501652 32.0029771, 34.7504917 32.0029157, 34.7512954 32.0027951, 34.7520745 32.0026484, 34.7527881 32.0025192, 34.7530338 32.0024615)",2,,,,
29013196,residential,False,False,142.80415923948286,עגנון,"LINESTRING (34.7397699 32.0139237, 34.7395432 32.0151935)",2,,,,
161144133,residential,True,False,240.85379658170206,"הל""א","LINESTRING (34.7397699 32.0139237, 34.739304 32.0138325, 34.7392608 32.0138464, 34.7390178 32.015082, 34.7390489 32.0151152, 34.7395432 32.0151935)",2,,,,
29013196,residential,False,True,76.67462822832223,עגנון,"LINESTRING (34.7397699 32.0139237, 34.739856 32.0135594, 34.7399131 32.0132451)",2,,,,
192474122,residential,True,False,167.10490048081473,שאול המלך,"LINESTRING (34.7397699 32.0139237, 34.7402864 32.0139941, 34.7409848 32.0140472, 34.7410424 32.0145093)",2,,,,
1124805283,tertiary,True,False,18.402754460586877,יצחק שדה,"LINESTRING (34.741804 32.0111534, 34.7416107 32.0111763)",1,,,,
1124805284,tertiary,True,False,7.486263188708891,בלפור,"LINESTRING (34.741804 32.0111534, 34.7418341 32.0110911)",2,,,,
29013122,residential,True,False,23.287816416417463,השקמה,"LINESTRING (34.7432002 32.0108124, 34.7433023 32.0110031)",1,,,,
29013044,tertiary,True,False,106.87026829562065,יצחק שדה,"LINESTRING (34.7432002 32.0108124, 34.7428032 32.010956, 34.7424526 32.0110473, 34.7421248 32.0111062)",1,,,,
1124805279,tertiary,True,False,15.448773929181158,יצחק שדה,"LINESTRING (34.7388554 32.0113794, 34.7386976 32.011342)",1,,,,
32015618,secondary,True,False,48.39482675232052,בן גוריון,"LINESTRING (34.7388554 32.0113794, 34.7388537 32.0114252, 34.7388514 32.0114883, 34.7388671 32.0118143)",,,,,
306876588,tertiary,True,False,15.46219550364906,יצחק שדה,"LINESTRING (34.7386976 32.011342, 34.7388596 32.0113204)",1,,,,
29013424,secondary,True,False,207.08753896115775,קוממיות,"LINESTRING (34.7386976 32.011342, 34.7387007 32.0112707, 34.7387141 32.0110225, 34.7387904 32.0104251, 34.7390023 32.0096076, 34.7390427 32.0095087)",,,,,
356996228,tertiary,False,False,60.70882914234783,בר אילן,"LINESTRING (34.7433918 32.0115683, 34.7427586 32.0116673)",1,,,,
29013122,residential,True,False,280.2035028588597,השקמה,"LINESTRING (34.7433918 32.0115683, 34.7436224 32.0125264, 34.7437104 32.0128204, 34.7438211 32.0131257, 34.7439277 32.0133557, 34.7441227 32.0136272, 34.7443655 32.0139156)",1,,,,
29013122,residential,True,False,63.41147437302318,השקמה,"LINESTRING (34.7433023 32.0110031, 34.7433918 32.0115683)",1,,,,
33899413,residential,True,False,10.559765816897583,ישראל בן ציון,"LINESTRING (34.7485171 32.015558, 34.7486172 32.0155154)",,,,,
111596726,tertiary,True,False,19.157112141660928,בר אילן,"LINESTRING (34.7485171 32.015558, 34.7484742 32.0153896)",,,,,
237659447,tertiary,True,False,64.53763135883467,בר אילן,"LINESTRING (34.7482458 32.0150593, 34.7478148 32.0146084)",1,,,,
29013122,residential,True,False,298.87695420078825,השקמה,"LINESTRING (34.7443655 32.0139156, 34.7464913 32.0159095)",1,,,,
29013133,residential,False,False,81.1538185173858,יהודה הלוי,"LINESTRING (34.7443655 32.0139156, 34.743683 32.0143603)",2,,,,
132579205,residential,True,False,97.60512563226607,ישראל בן ציון,"LINESTRING (34.7464913 32.0159095, 34.7455523 32.0162791)",2,,,,
33899413,residential,True,False,195.97375625167055,ישראל בן ציון,"LINESTRING (34.7464913 32.0159095, 34.7469043 32.0158366, 34.7476578 32.0157037, 34.7481742 32.0156723, 34.7483989 32.0156088, 34.7485171 32.015558)",,,,,
1124805260,tertiary,True,False,15.417094589439914,בלפור,"LINESTRING (34.7429404 32.0147995, 34.7428383 32.0146912)",1,,,,
"[1124805259, 1124805261]",residential,False,True,14.46528926559937,יהודה הלוי,"LINESTRING (34.7429404 32.0147995, 34.7429988 32.014763, 34.7430638 32.0147222)",2,,,,
29013547,residential,False,False,36.4785408907794,השר שפירא,"LINESTRING (34.7418555 32.0149088, 34.7420885 32.0151707)",2,,,,
29013155,tertiary,True,False,13.568307089802168,,"LINESTRING (34.7418555 32.0149088, 34.7418097 32.0149117, 34.7417654 32.0149011, 34.7417239 32.0148746)",,roundabout,,,
29013155,tertiary,True,False,21.220530286692792,,"LINESTRING (34.7419454 32.0147576, 34.7419551 32.0147957, 34.7419489 32.0148343, 34.7419353 32.0148593, 34.7419046 32.0148883, 34.7418555 32.0149088)",,roundabout,,,
1124805263,tertiary,False,True,38.605896464577214,מקס נורדאו,"LINESTRING (34.7419454 32.0147576, 34.7421986 32.014663, 34.7423201 32.0146176)",2,,,,
29119679,residential,False,True,34.59657005446049,השר שפירא,"LINESTRING (34.7417331 32.0147176, 34.741609 32.0144248)",2,,,,
29013155,tertiary,True,False,23.9103450061535,,"LINESTRING (34.7417331 32.0147176, 34.7417718 32.0146965, 34.7418166 32.0146879, 34.7418733 32.0146963, 34.7419121 32.0147172, 34.7419454 32.0147576)",,roundabout,,,
29013559,tertiary,False,False,43.14147849734365,מקס נורדאו,"LINESTRING (34.7417239 32.0148746, 34.7413134 32.015046)",2,,,,
29013155,tertiary,True,False,19.23878471854939,,"LINESTRING (34.7417239 32.0148746, 34.7416998 32.0148414, 34.7416908 32.0147928, 34.7417017 32.0147549, 34.7417331 32.0147176)",,roundabout,,,
29119586,residential,False,False,42.84216822376387,עגנון,"LINESTRING (34.7395098 32.015723, 34.7394101 32.0160989)",2,,,,
29013160,tertiary,True,False,21.129103419334683,,"LINESTRING (34.7395098 32.015723, 34.7394627 32.0157254, 34.7394174 32.015714, 34.7393937 32.0157012, 34.7393858 32.0156937, 34.7393623 32.0156713, 34.7393437 32.015628)",,roundabout,,,
29013160,tertiary,True,False,19.108761853239926,,"LINESTRING (34.7396124 32.0155924, 34.7396117 32.0156325, 34.7396039 32.0156547, 34.7395787 32.0156885, 34.7395413 32.015713, 34.7395098 32.015723)",,roundabout,,,
29013559,tertiary,False,True,172.1622395494767,מקס נורדאו,"LINESTRING (34.7396124 32.0155924, 34.7398814 32.015542, 34.7403448 32.0154256, 34.7409062 32.0152126, 34.7409972 32.0151781, 34.7412069 32.0150905, 34.7413134 32.015046)",2,,,,
29013160,tertiary,True,False,27.721518657894492,,"LINESTRING (34.7393437 32.015628, 34.7393449 32.015588, 34.7393635 32.0155489, 34.7393954 32.0155193, 34.7394373 32.0155009, 34.7394693 32.0154941, 34.7395117 32.0154991, 34.7395382 32.0155027)",,roundabout,,,
29013186,tertiary,False,True,70.11862642872404,מקס נורדאו,"LINESTRING (34.7393437 32.015628, 34.738712 32.0155386, 34.7386101 32.0155244)",2,,,,
29013179,secondary,True,False,4.082764970386173,,"LINESTRING (34.7386101 32.0155244, 34.7385805 32.0155512)",,roundabout,,,
29013186,tertiary,False,False,70.11862642872404,מקס נורדאו,"LINESTRING (34.7386101 32.0155244, 34.738712 32.0155386, 34.7393437 32.015628)",2,,,,
29013196,residential,False,True,34.384751588580336,עגנון,"LINESTRING (34.7395382 32.0155027, 34.7395432 32.0151935)",2,,,,
29013160,tertiary,True,False,12.448739748224753,,"LINESTRING (34.7395382 32.0155027, 34.7395893 32.0155445, 34.7396124 32.0155924)",,roundabout,,,
29013231,tertiary,True,False,63.330643417338266,הנביאים,"LINESTRING (34.7418374 32.0078888, 34.7416666 32.0077983, 34.7416283 32.00777, 34.7413122 32.0075362)",,,,,
