osmid,highway,name,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,width,access,bridge
48421713,tertiary,,True,False,20.099830937040522,"LINESTRING (34.8809959 32.0302754, 34.8809683 32.0302864, 34.8809356 32.0302943, 34.8809009 32.0302974, 34.8808676 32.0302954, 34.8808251 32.0302856, 34.8807926 32.0302717)",,,,roundabout,,,
240601354,tertiary,שדרות מנחם בגין,True,False,192.28354015841504,"LINESTRING (34.8809959 32.0302754, 34.8809236 32.0303509, 34.8809102 32.0303968, 34.8808371 32.0319803)",,,,,,,
48421713,tertiary,,True,False,19.298114715471034,"LINESTRING (34.8807926 32.0302717, 34.8807639 32.0302531, 34.8807415 32.0302325, 34.8807249 32.0302112, 34.880711 32.0301848, 34.8807021 32.0301541, 34.8807 32.0301253)",,,,roundabout,,,
47710475,tertiary,משה דיין,False,False,470.0106134955436,"LINESTRING (34.8807 32.0301253, 34.8806277 32.0301239, 34.880265 32.0301097, 34.8793824 32.0301405, 34.8790784 32.030231, 34.8786638 32.0304449, 34.8783089 32.0306903, 34.8779684 32.0311197, 34.8778129 32.0314654, 34.8777278 32.0318114, 34.8776274 32.0325182, 34.8776122 32.0326005)",,,,,,,
48421713,tertiary,,True,False,10.811258896378247,"LINESTRING (34.8807 32.0301253, 34.8807042 32.0300953, 34.8807138 32.0300681, 34.8807352 32.030034)",,,,roundabout,,,
48421713,tertiary,,True,False,19.36419821089697,"LINESTRING (34.8810733 32.030052, 34.8810876 32.0300819, 34.8810946 32.0301116, 34.8810956 32.0301365, 34.88109 32.0301698, 34.881079 32.0301972, 34.8810657 32.0302185)",,,,roundabout,,,
340714018,tertiary,יצחק שדה,True,False,33.97088419775972,"LINESTRING (34.8810733 32.030052, 34.8811646 32.0300877, 34.8812779 32.0301266, 34.8814106 32.0301574)",,,,,,,
1239656742,tertiary,העצמאות,True,False,190.81377369438295,"LINESTRING (34.8808257 32.0284373, 34.8808842 32.0284817, 34.8809295 32.0285052, 34.8809665 32.0285136, 34.8810084 32.0285115, 34.8810627 32.0284885, 34.8810997 32.028455, 34.8811392 32.0284048, 34.8811564 32.0283609, 34.8811737 32.028296, 34.8812049 32.0281664, 34.8812303 32.0280891, 34.8812724 32.027999, 34.8813168 32.02793, 34.881376 32.0278694, 34.8814574 32.0278024, 34.8815487 32.0277481, 34.88164 32.0277062, 34.8817312 32.0276811, 34.8818324 32.0276644, 34.8819335 32.0276581, 34.8820051 32.0276644, 34.882237 32.0277216)",,,,,,,
1312960834,tertiary,שדרות מנחם בגין,True,False,44.19205307264324,"LINESTRING (34.8808257 32.0284373, 34.8808573 32.0285416, 34.880877 32.0286333, 34.8808911 32.0287981, 34.8808914 32.0288294)",2,,,,,,
340321160,unclassified,,True,False,10.97284453499079,"LINESTRING (34.8921123 32.0246586, 34.8921335 32.0246647, 34.8921513 32.0246761, 34.8921647 32.0246929, 34.8921706 32.0247125, 34.8921685 32.0247327)",,,,roundabout,,,
702063596,unclassified,,False,False,63.802290804235554,"LINESTRING (34.8937281 32.0259705, 34.8936049 32.0254063)",,,,,,,
184655415,primary_link,,True,False,44.12612795813165,"LINESTRING (34.8937281 32.0259705, 34.89382 32.026066, 34.8938959 32.026107, 34.8941269 32.0261308)",,,,,,,
343064446,tertiary,רמז,True,False,18.025544622920442,"LINESTRING (34.8831457 32.0380291, 34.8831473 32.0379811, 34.8831494 32.0379332, 34.8831701 32.037897, 34.8831855 32.0378746)",,,,,,,
48764825,tertiary,רמז,True,False,138.87933895127446,"LINESTRING (34.8861599 32.0376609, 34.8868928 32.0376355, 34.8876326 32.0376281)",,,50,,,,
48764835,tertiary,,True,False,10.230087479359383,"LINESTRING (34.8861599 32.0376609, 34.8861778 32.0376993, 34.8861791 32.03775)",,,,roundabout,,,
98870232,residential,"רמב""ם",False,True,6.936244688390436,"LINESTRING (34.8881611 32.0376195, 34.888153 32.0376815)",,,,,,,
48764825,tertiary,רמז,True,False,142.5654897277234,"LINESTRING (34.8881611 32.0376195, 34.888655 32.0376264, 34.8890697 32.037635, 34.8896714 32.0376764)",,,50,,,,
"[98870232, 240596965]",residential,"['רמב""ם', 'שזר']",False,False,278.15728377857215,"LINESTRING (34.8881611 32.0376195, 34.8882788 32.0370221, 34.8879612 32.0369865, 34.8871856 32.0369745, 34.8860457 32.0370018)",,,,,,,
48764825,tertiary,רמז,True,False,68.76435264337842,"LINESTRING (34.8896714 32.0376764, 34.8900109 32.0377453, 34.8901906 32.0378068, 34.8903629 32.0378676)",,,50,,,,
98870241,residential,סנש חנה,False,True,106.65859457545696,"LINESTRING (34.8896714 32.0376764, 34.8896927 32.0372523, 34.8897402 32.0367191)",,,,,,,
48764829,tertiary,,True,False,29.548821197853584,"LINESTRING (34.8920853 32.0378731, 34.892092 32.037843, 34.8921242 32.0377912, 34.8921762 32.0377471, 34.8922342 32.0377208, 34.8923017 32.0377089)",,,,roundabout,,,
48764829,tertiary,,True,False,16.1609950056155,"LINESTRING (34.8923017 32.0377089, 34.8923385 32.0377102, 34.8923723 32.0377147, 34.8924164 32.0377273, 34.8924623 32.0377512)",,,,roundabout,,,
338977110,tertiary,ויצמן,True,False,214.18289205412822,"LINESTRING (34.8923017 32.0377089, 34.8923675 32.0376136, 34.8924265 32.0372816, 34.8924453 32.0371285, 34.8925124 32.0365813, 34.892566 32.036072, 34.8925814 32.0358077)",,,,,,,
48764829,tertiary,,True,False,29.030244439016073,"LINESTRING (34.8924623 32.0377512, 34.892499 32.0377814, 34.8925309 32.0378239, 34.89255 32.0378745, 34.8925524 32.0379308, 34.8925356 32.0379869)",,,,roundabout,,,
342298383,tertiary_link,,True,False,14.723193500041287,"LINESTRING (34.8925356 32.0379869, 34.8926107 32.038103)",,,,,,,
48764829,tertiary,,True,False,9.430486412651186,"LINESTRING (34.8925356 32.0379869, 34.8925187 32.038015, 34.8925087 32.0380257, 34.892482 32.0380541, 34.8924789 32.0380561)",,,,roundabout,,,
342298382,tertiary_link,,True,False,13.473602914853934,"LINESTRING (34.8926107 32.038103, 34.8924789 32.0380561)",,,,,,,
48774270,tertiary,שלמה קפלנסקי,False,False,140.4427349632207,"LINESTRING (34.8926107 32.038103, 34.893638 32.0388295, 34.8937211 32.0389375)",,,,,,,
296614022,tertiary,רמז,False,True,142.5898867650285,"LINESTRING (34.8858735 32.0377124, 34.8843656 32.0378148)",,,50,,,,
48764835,tertiary,,True,False,17.717296614790488,"LINESTRING (34.8858735 32.0377124, 34.8858861 32.0376741, 34.8859117 32.0376406, 34.8859479 32.0376153, 34.8859915 32.0376003)",,,,roundabout,,,
48774295,tertiary,הרצל,True,False,71.63666826251088,"LINESTRING (34.8859915 32.0376003, 34.8859603 32.0369566)",,,,,,,
48764835,tertiary,,True,False,7.834992332899825,"LINESTRING (34.8859915 32.0376003, 34.8860328 32.0375969, 34.8860738 32.037603)",,,,roundabout,,,
48764835,tertiary,,True,False,10.56218431591125,"LINESTRING (34.8860738 32.037603, 34.8861078 32.0376162, 34.886137 32.0376359, 34.8861599 32.0376609)",,,,roundabout,,,
48764835,tertiary,,True,False,44.8224306377271,"LINESTRING (34.8861791 32.03775, 34.8861686 32.0377804, 34.8861422 32.0378151, 34.8861045 32.0378412, 34.8860591 32.037856, 34.8860105 32.0378581, 34.8859635 32.0378473, 34.8859228 32.0378246, 34.8858925 32.0377923, 34.8858755 32.0377537, 34.8858735 32.0377124)",,,,roundabout,,,
48765256,tertiary,,True,False,6.753112017406249,"LINESTRING (34.8928216 32.0344, 34.892791 32.0343842, 34.8927667 32.0343619)",,,,roundabout,,,
48765256,tertiary,,True,False,3.007025199481036,"LINESTRING (34.8927714 32.0342295, 34.8927941 32.0342105)",,,,roundabout,,,
48765256,tertiary,,True,False,17.229391991285695,"LINESTRING (34.8927941 32.0342105, 34.8928216 32.0341968, 34.8928522 32.0341891, 34.8928832 32.0341879, 34.8929137 32.0341929, 34.8929419 32.0342039, 34.8929625 32.0342171)",,,,roundabout,,,
1239656754,tertiary,ויצמן,True,False,218.06055355750522,"LINESTRING (34.8927941 32.0342105, 34.8928377 32.0341427, 34.8928506 32.0340862, 34.8928571 32.0339369, 34.8928581 32.0338739, 34.8928614 32.0336675, 34.8928571 32.0334891, 34.8928506 32.0333131, 34.8928378 32.0331276, 34.8928141 32.0329246, 34.8927248 32.0322658)",,,50,,,,
48765256,tertiary,,True,False,2.4255571035730816,"LINESTRING (34.8929625 32.0342171, 34.8929796 32.0342334)",,,,roundabout,,,
48765256,tertiary,,True,False,6.582787559719405,"LINESTRING (34.8929794 32.0343636, 34.8929552 32.034385, 34.8929253 32.0344002)",,,,roundabout,,,
56439498,residential,צבי ישי,False,False,43.7381024051772,"LINESTRING (34.8925124 32.03227, 34.8922203 32.0322918, 34.8920502 32.0323045)",,,,,,,
1239656757,residential,צבי ישי,True,False,23.357984310162742,"LINESTRING (34.8925124 32.03227, 34.892572 32.0322526, 34.8926243 32.0322256, 34.8926692 32.0321955, 34.8927092 32.0321507)",,,,,,,
48765260,tertiary,,True,False,20.106984742912104,"LINESTRING (34.8926017 32.0317116, 34.8925738 32.0316962, 34.8925527 32.0316744, 34.8925404 32.0316482, 34.892538 32.03162, 34.8925459 32.0315926, 34.8925632 32.0315685, 34.8925734 32.0315609)",,,,roundabout,,,
48773826,tertiary,כצנלסון,False,True,137.56329894832234,"LINESTRING (34.8927517 32.0316068, 34.8942086 32.0315358)",,,,,,,
48765260,tertiary,,True,False,8.075103233659439,"LINESTRING (34.8927517 32.0316068, 34.8927541 32.0316363, 34.8927453 32.0316649, 34.8927366 32.0316762)",,,,roundabout,,,
339130175,residential,נורדאו,False,True,72.02133151485042,"LINESTRING (34.8920709 32.0294614, 34.8928165 32.0293201)",,,50,,,,
1239656796,tertiary,ויצמן,True,False,240.36814610409849,"LINESTRING (34.8920709 32.0294614, 34.892079 32.0294822, 34.8924449 32.0307123, 34.8926139 32.0312806, 34.8926675 32.0314632, 34.8926873 32.0315148, 34.8927082 32.0315536)",,,50,,,,
48766287,residential,,False,False,82.0951973689303,"LINESTRING (34.8941143 32.0291118, 34.8941395 32.0286498, 34.8941195 32.0285708, 34.8939927 32.0284081)",,,50,,,,
1164346095,residential,,True,False,157.98445326931372,"LINESTRING (34.8941143 32.0291118, 34.894045 32.0299155, 34.8940384 32.0300099, 34.8940106 32.0304084, 34.8939988 32.030465, 34.8939615 32.0305203)",,,,,,,
1239656726,residential,נורדאו,False,True,62.43849580405704,"LINESTRING (34.8941143 32.0291118, 34.8942295 32.0291211, 34.8942992 32.0291416, 34.8943609 32.0291757, 34.8944092 32.0292144, 34.8945111 32.0293303, 34.8945433 32.0293599, 34.8945865 32.0293797, 34.8946521 32.0293812)",,,50,,,,
48774039,tertiary,אלפרט,False,True,55.01176439472519,"LINESTRING (34.8976971 32.0343811, 34.8971149 32.0343469)",,,,,,,
338978135,tertiary,,True,False,16.593651630022062,"LINESTRING (34.8976971 32.0343811, 34.8976964 32.0343438, 34.8977108 32.0343085, 34.8977386 32.0342796, 34.8977763 32.0342604)",,,,roundabout,,,
240596970,residential,צביה ויצחק צוקרמן,False,True,69.81545355435023,"LINESTRING (34.8950777 32.0399701, 34.8947972 32.039389)",,,,,,,
338978136,tertiary,מוהליבר,False,True,69.19160235165099,"LINESTRING (34.8950777 32.0399701, 34.894363 32.0401121)",,,,,,,
338978136,tertiary,מוהליבר,False,False,107.34992914711745,"LINESTRING (34.8950777 32.0399701, 34.8954192 32.0398797, 34.8957939 32.0397071, 34.8960981 32.0395525)",,,,,,,
184655412,tertiary,,True,False,29.113711245879916,"LINESTRING (34.898957 32.0277061, 34.8989963 32.0277242, 34.899026 32.0277525, 34.8990445 32.0277995, 34.8990408 32.0278373, 34.8990222 32.0278717, 34.8989907 32.0278987, 34.8989673 32.0279098)",,,,roundabout,,,
47709835,tertiary,שבזי,True,False,160.96814160156512,"LINESTRING (34.8988056 32.0278725, 34.8980061 32.0279346, 34.8971055 32.0280073)",,,,,,,
184655412,tertiary,,True,False,8.717479117061272,"LINESTRING (34.8988056 32.0278725, 34.8987884 32.0278225, 34.8987913 32.0277963)",,,,roundabout,,,
49870321,tertiary,אלטלף אברהם,False,False,136.51323158563875,"LINESTRING (34.8989673 32.0279098, 34.8990797 32.0286451, 34.8991448 32.0291282)",,,,,,,
184655412,tertiary,,True,False,16.855714877414865,"LINESTRING (34.8989673 32.0279098, 34.8989238 32.0279186, 34.8988794 32.0279142, 34.8988395 32.0278973, 34.8988056 32.0278725)",,,,roundabout,,,
52445525,residential,,False,True,94.33805715165575,"LINESTRING (34.8941936 32.0402476, 34.894321 32.0410891)",,,,,,,
239071397,tertiary,,True,False,14.021566586675876,"LINESTRING (34.8941936 32.0402476, 34.8941471 32.040233, 34.8941092 32.0402059, 34.8940844 32.0401695)",,,,roundabout,,,
98871381,residential,מלמד,False,False,82.83658067970092,"LINESTRING (34.8960981 32.0395525, 34.8955196 32.0389917)",,,,,,,
338978136,tertiary,מוהליבר,False,False,464.3773906467094,"LINESTRING (34.8960981 32.0395525, 34.8965984 32.0390834, 34.896865 32.0388265, 34.8971286 32.0385457, 34.8973462 32.0382587, 34.8975043 32.0379548, 34.8976215 32.0376752, 34.8977016 32.0373467, 34.8978179 32.0358125)",,,,,,,
338978136,tertiary,מוהליבר,False,True,107.34992914711745,"LINESTRING (34.8960981 32.0395525, 34.8957939 32.0397071, 34.8954192 32.0398797, 34.8950777 32.0399701)",,,,,,,
52445525,residential,,False,False,94.33805715165575,"LINESTRING (34.894321 32.0410891, 34.8941936 32.0402476)",,,,,,,
"[335948576, 98871387, 341821629]","['unclassified', 'residential']",רם כהן,False,"[False, True]",633.8873005547351,"LINESTRING (34.894321 32.0410891, 34.8938004 32.0411256, 34.8922242 32.0410848, 34.8921488 32.041073, 34.8920877 32.0410616, 34.8920343 32.0410336, 34.8920008 32.0410029, 34.8919952 32.0409632, 34.8920031 32.0409107, 34.8920749 32.0406207, 34.8920764 32.0405543, 34.8920689 32.0404838, 34.8920487 32.0404127, 34.892032 32.0403748, 34.8920259 32.040361, 34.8919682 32.0402996, 34.8918806 32.0402573, 34.8918333 32.0402322, 34.8917235 32.0401673, 34.8916059 32.0400882, 34.8915044 32.0400046, 34.8914943 32.0399962, 34.8914493 32.0399375, 34.8914115 32.0398906, 34.8913898 32.0398065, 34.8913818 32.0396466, 34.8913724 32.0393695, 34.8913751 32.0392804, 34.891397 32.0392058, 34.8915684 32.0392013, 34.8916716 32.039203, 34.8918074 32.0392114, 34.8918309 32.0390902, 34.891837 32.0389867, 34.8918614 32.0388426, 34.8920523 32.0388486, 34.8920689 32.0387467, 34.8921381 32.0383211, 34.8922412 32.0380992)",,,,,,,
48773826,tertiary,כצנלסון,False,False,137.56329894832234,"LINESTRING (34.8942086 32.0315358, 34.8927517 32.0316068)",,,,,,,
56440057,residential,סירקין,True,False,56.90632774626386,"LINESTRING (34.8942086 32.0315358, 34.8942494 32.0320464)",,,,,,,
48773826,tertiary,כצנלסון,False,True,170.45447983669283,"LINESTRING (34.8942086 32.0315358, 34.895186 32.0314547, 34.89601 32.0314042)",,,,,,,
48774039,tertiary,אלפרט,False,False,104.44798202238478,"LINESTRING (34.8944147 32.0343203, 34.895522 32.0343547)",,,,,,,
48774039,tertiary,אלפרט,False,True,62.6117085152646,"LINESTRING (34.8944147 32.0343203, 34.893954 32.0343246, 34.8937507 32.0343321)",,,,,,,
48773826,tertiary,כצנלסון,False,True,68.0429533952145,"LINESTRING (34.89601 32.0314042, 34.8967309 32.0313734)",,,,,,,
